0,PU,2013,,първи курс,втори курс,трети курс,четвърти курс,пети курс
10,TU,2013,Мехатронни системи (английски език) (проф. направление Машинно инженерство),10,20,35,45,0,4,0
11,TU,2013,Машиностроене (английски език) (проф. направление Машинно инженерство),14,15,15,43,0,3,0
12,TU,2013,Машиностроене (проф. направление Машинно инженерство),20,15,15,0,0,0,0
13,TU,2013,Индустриални технологии (проф. направление Машинно инженерство),14,25,12,0,0,0,0
14,TU,2013,Проектиране и технологии за облекло и текстил (проф. направление Машинно инженерство),14,24,5,0,0,0,0
15,TU,2013,"Автоматика информационна и управляваща техника (проф. направление Електротехника електроника и автоматика)",117,103,72,65,0,21,20
16,TU,2013,"Електроенергетика и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",77,78,84,63,2,3,13
17,TU,2013,"Електроника (проф. направление Електротехника електроника и автоматика)",151,148,102,108,0,12,63
18,TU,2013,"Електротехника (проф. направление Електротехника електроника и автоматика)",49,46,25,34,0,0,10
19,TU,2013,"Електронно инженерство (на английски език) (проф. направление Електротехника електроника и автоматика)",1,0,0,0,0,0,0
20,TU,2013,"Електротехника (на английски език) (проф. направление Електротехника електроника и автоматика)",3,0,9,5,0,0,0
21,TU,2013,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),1,231,158,153,1,46,102
22,TU,2013,Компютърни системи и технологии (на немски език) (проф. направление Комуникационна и компютърна техника),57,38,34,47,0,5,17
23,TU,2013,Телекомуникации (проф. направление Комуникационна и компютърна техника),213,179,164,151,0,19,47
24,TU,2013,Компютърни науки (английски език) (проф. направление Комуникационна и компютърна техника),0,24,28,41,0,0,7
25,TU,2013,Телекомуникационно инженерство (английски език) (проф. направление Комуникационна и компютърна техника),7,4,7,11,0,0,0
26,TU,2013,Информационни технологии в транспорта (английски език) (проф. направление Комуникационна и компютърна техника),0,1,1,0,0,0,3
27,TU,2013,Компютърно и софтуерно инженерство (проф. направление Комуникационна и компютърна техника),250,0,0,0,0,0,0
28,TU,2013,Компютърни науки и инженерство (на английски език) (проф. направление Комуникационна и компютърна техника),22,0,0,0,0,0,0
29,TU,2013,Топлотехника (проф. направление Енергетика),23,34,32,24,1,3,28
30,TU,2013,Топло и ядрена енергетика (проф. направление Енергетика),0,0,15,22,0,2,4
31,TU,2013,Топлоенергетика и ядрена енергетика (проф. направление Енергетика),21,14,0,0,0,0,0
32,TU,2013,"Транспортна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",64,51,42,38,0,0,11
33,TU,2013,"Авиационна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",73,72,38,43,0,0,3
34,TU,2013,"Авиационно инженерство (английски език) (проф. направление Транспорт корабоплаване и авиация)",13,9,20,13,0,0,0
35,TU,2013,Индустриален мениджмънт (проф. направление Общо инженерство),94,98,101,99,1,1,113
36,TU,2013,Инженерен дизайн (проф. направление Общо инженерство),82,79,63,70,0,0,30
37,TU,2013,Общо машиностроене (на немски език) (проф. направление Общо инженерство),12,15,12,8,0,0,3
38,TU,2013,Индустриално инженерство (на английски език) (проф. направление Общо инженерство),47,53,44,79,0,2,5
39,TU,2013,Технология и управление на транспорта (проф. направление Общо инженерство),23,19,8,18,0,0,5
40,TU,2013,Инженерна логистика (проф. направление Общо инженерство),24,26,0,0,0,0,0
41,TU,2013,Инженерна физика (проф. направление Общо инженерство),10,13,0,0,0,0,0
42,TU,2013,Инженерна логистика (на английски език) (проф. направление Общо инженерство),2,1,0,0,0,0,0
0,TU,2014,,първи курс,втори курс,трети курс,четвърти курс,пети курс,дипломант (в срок),дипломант (отчислен с право на дипломиране)
1,TU,2014,Публична администрация (проф. направление Администрация и управление),39,43,39,42,0,0,4
2,TU,2014,Стопанско управление (проф. направление Администрация и управление),43,44,49,43,0,1,12
3,TU,2014,Приложна математика (проф. направление Математика),0,16,23,19,0,0,6
4,TU,2014,Приложна математика и информатика (проф. направление Математика),12,0,0,0,0,0,0
5,TU,2014,Машиностроене и уредостроене (проф. направление Машинно инженерство),0,0,0,6,2,0,6
6,TU,2014,Машиностроителна техника и технологии (проф. направление Машинно инженерство),0,0,0,3,4,20,15
7,TU,2014,Хидравлична и пневматична техника (проф. направление Машинно инженерство),8,8,9,16,0,1,4
8,TU,2014,Текстилна техника и технологии (проф. направление Машинно инженерство),0,0,0,1,2,1,10
9,TU,2014,Компютърно проектиране и технологии в машиностроенето (проф. направление Машинно инженерство),35,48,34,34,0,14,10
10,TU,2014,Мехатроника (проф. направление Машинно инженерство),38,26,40,27,0,0,9
11,TU,2014,Мехатронни системи (английски език) (проф. направление Машинно инженерство),9,10,21,34,0,3,0
12,TU,2014,Машиностроене (английски език) (проф. направление Машинно инженерство),12,13,18,16,0,2,0
13,TU,2014,Машиностроене (проф. направление Машинно инженерство),24,14,16,16,0,0,0
14,TU,2014,Индустриални технологии (проф. направление Машинно инженерство),17,10,24,14,0,0,0
15,TU,2014,Проектиране и технологии за облекло и текстил (проф. направление Машинно инженерство),15,7,24,6,0,0,0
16,TU,2014,Автотранспортна техника (проф. направление Машинно инженерство),18,0,0,0,0,0,0
17,TU,2014,"Автоматика информационна и управляваща техника (проф. направление Електротехника електроника и автоматика)",84,90,90,71,0,9,12
18,TU,2014,"Електроенергетика и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",77,66,77,80,0,6,11
19,TU,2014,"Електроника (проф. направление Електротехника електроника и автоматика)",106,130,119,97,0,19,45
20,TU,2014,"Електротехника (проф. направление Електротехника електроника и автоматика)",33,40,43,25,2,5,7
21,TU,2014,"Електротехника (на английски език) (проф. направление Електротехника електроника и автоматика)",3,4,0,7,0,6,0
22,TU,2014,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),1,0,233,154,0,32,53
23,TU,2014,Компютърни системи и технологии (на немски език) (проф. направление Комуникационна и компютърна техника),58,58,36,38,0,2,5
24,TU,2014,Телекомуникации (проф. направление Комуникационна и компютърна техника),190,197,174,160,0,4,51
25,TU,2014,Компютърни науки (английски език) (проф. направление Комуникационна и компютърна техника),0,0,15,27,0,0,7
26,TU,2014,Телекомуникационно инженерство (английски език) (проф. направление Комуникационна и компютърна техника),0,7,5,6,0,0,1
27,TU,2014,Компютърно и софтуерно инженерство (проф. направление Комуникационна и компютърна техника),189,245,0,0,0,0,0
28,TU,2014,Компютърни науки и инженерство (на английски език) (проф. направление Комуникационна и компютърна техника),16,18,0,0,0,0,0
29,TU,2014,Информационни технологии в индустрията (проф. направление Комуникационна и компютърна техника),48,0,0,0,0,0,0
30,TU,2014,Топлотехника (проф. направление Енергетика),27,24,38,36,0,3,9
31,TU,2014,Топло и ядрена енергетика (проф. направление Енергетика),0,0,0,19,0,1,3
32,TU,2014,Топлоенергетика и ядрена енергетика (проф. направление Енергетика),12,18,13,0,0,0,0
33,TU,2014,"Транспортна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",44,60,41,40,0,0,15
34,TU,2014,"Авиационна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",52,73,64,37,1,0,4
35,TU,2014,"Авиационно инженерство (английски език) (проф. направление Транспорт корабоплаване и авиация)",18,15,9,17,0,0,0
36,TU,2014,Индустриален мениджмънт (проф. направление Общо инженерство),82,84,90,99,0,0,46
37,TU,2014,Инженерен дизайн (проф. направление Общо инженерство),52,77,74,70,0,0,28
38,TU,2014,Общо машиностроене (на немски език) (проф. направление Общо инженерство),16,15,14,11,0,6,4
39,TU,2014,Индустриално инженерство (на английски език) (проф. направление Общо инженерство),50,40,51,48,0,2,6
40,TU,2014,Технология и управление на транспорта (проф. направление Общо инженерство),24,15,15,7,0,0,7
41,TU,2014,Инженерна логистика (проф. направление Общо инженерство),27,20,21,0,0,0,0
42,TU,2014,Инженерна физика (проф. направление Общо инженерство),2,6,11,0,0,0,0
43,TU,2014,Инженерна логистика (на английски език) (проф. направление Общо инженерство),0,2,1,0,0,0,0
0,TU,2015,,първи курс,втори курс,трети курс,четвърти курс,пети курс,дипломант (в срок),дипломант (отчислен с право на дипломиране)
1,TU,2015,Публична администрация (проф. направление Администрация и управление),42,30,42,39,0,0,10
2,TU,2015,Стопанско управление (проф. направление Администрация и управление),36,40,41,45,0,0,14
3,TU,2015,Приложна математика (проф. направление Математика),0,0,15,23,0,0,8
4,TU,2015,Приложна математика и информатика (проф. направление Математика),38,8,0,0,0,0,0
5,TU,2015,Машиностроене и уредостроене (проф. направление Машинно инженерство),0,0,0,4,0,0,10
6,TU,2015,Машиностроителна техника и технологии (проф. направление Машинно инженерство),1,0,1,7,2,14,12
7,TU,2015,Хидравлична и пневматична техника (проф. направление Машинно инженерство),12,5,7,9,0,0,7
8,TU,2015,Текстилна техника и технологии (проф. направление Машинно инженерство),0,0,0,0,0,0,12
9,TU,2015,Компютърно проектиране и технологии в машиностроенето (проф. направление Машинно инженерство),44,28,45,35,0,10,13
10,TU,2015,Мехатроника (проф. направление Машинно инженерство),39,32,15,39,0,0,7
11,TU,2015,Мехатронни системи (английски език) (проф. направление Машинно инженерство),12,10,10,21,0,0,1
12,TU,2015,Машиностроене (английски език) (проф. направление Машинно инженерство),12,12,18,21,0,0,2
13,TU,2015,Машиностроене (проф. направление Машинно инженерство),22,15,8,18,0,0,1
14,TU,2015,Индустриални технологии (проф. направление Машинно инженерство),30,12,8,25,0,3,0
15,TU,2015,Проектиране и технологии за облекло и текстил (проф. направление Машинно инженерство),9,5,7,24,0,0,0
16,TU,2015,Автотранспортна техника (проф. направление Машинно инженерство),15,10,0,0,0,0,0
17,TU,2015,"Автоматика информационна и управляваща техника (проф. направление Електротехника електроника и автоматика)",112,67,73,86,0,2,22
18,TU,2015,"Електроенергетика и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",80,69,56,77,0,6,18
19,TU,2015,"Електроника (проф. направление Електротехника електроника и автоматика)",111,91,123,112,0,0,86
20,TU,2015,"Електротехника (проф. направление Електротехника електроника и автоматика)",42,24,37,43,0,2,10
21,TU,2015,"Електротехника (на английски език) (проф. направление Електротехника електроника и автоматика)",8,2,4,1,0,0,0
22,TU,2015,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),1,0,0,223,0,8,81
23,TU,2015,Компютърни системи и технологии (на немски език) (проф. направление Комуникационна и компютърна техника),49,52,51,34,0,4,9
24,TU,2015,Телекомуникации (проф. направление Комуникационна и компютърна техника),199,175,185,162,0,3,53
25,TU,2015,Компютърни науки (английски език) (проф. направление Комуникационна и компютърна техника),0,0,0,12,0,1,4
26,TU,2015,Телекомуникационно инженерство (английски език) (проф. направление Комуникационна и компютърна техника),5,0,7,5,0,0,0
27,TU,2015,Информационни технологии в транспорта (английски език) (проф. направление Комуникационна и компютърна техника),0,0,0,0,0,0,1
28,TU,2015,Компютърно и софтуерно инженерство (проф. направление Комуникационна и компютърна техника),171,180,234,0,0,0,0
29,TU,2015,Компютърни науки и инженерство (на английски език) (проф. направление Комуникационна и компютърна техника),14,15,23,0,0,0,0
30,TU,2015,Информационни технологии в индустрията (проф. направление Комуникационна и компютърна техника),47,48,0,0,0,0,0
31,TU,2015,Топлотехника (проф. направление Енергетика),24,21,21,40,0,0,6
32,TU,2015,Топло и ядрена енергетика (проф. направление Енергетика),0,0,0,0,0,2,5
33,TU,2015,Топлоенергетика и ядрена енергетика (проф. направление Енергетика),7,9,16,14,0,0,0
34,TU,2015,"Транспортна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",58,31,36,34,0,0,11
35,TU,2015,"Авиационна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",66,45,64,55,0,1,12
36,TU,2015,"Авиационно инженерство (английски език) (проф. направление Транспорт корабоплаване и авиация)",13,15,14,8,0,0,0
37,TU,2015,Индустриален мениджмънт (проф. направление Общо инженерство),83,73,75,87,0,0,60
38,TU,2015,Инженерен дизайн (проф. направление Общо инженерство),55,52,64,76,0,0,48
39,TU,2015,Общо машиностроене (на немски език) (проф. направление Общо инженерство),16,12,13,14,0,0,3
40,TU,2015,Индустриално инженерство (на английски език) (проф. направление Общо инженерство),49,41,40,49,0,0,15
41,TU,2015,Технология и управление на транспорта (проф. направление Общо инженерство),22,18,11,16,0,0,10
42,TU,2015,Инженерна логистика (проф. направление Общо инженерство),24,19,16,20,0,0,0
43,TU,2015,Инженерна физика (проф. направление Общо инженерство),8,2,5,10,0,0,0
44,TU,2015,Инженерна логистика (на английски език) (проф. направление Общо инженерство),0,1,1,1,0,0,0
0,TU,2016,,първи курс,втори курс,трети курс,четвърти курс,пети курс,дипломант (в срок),дипломант (отчислен с право на дипломиране)
1,TU,2016,Публична администрация (проф. направление Администрация и управление),38,38,29,41,0,0,24
2,TU,2016,Стопанско управление (проф. направление Администрация и управление),40,35,36,37,0,0,17
3,TU,2016,Приложна математика (проф. направление Математика),0,0,0,18,0,0,7
4,TU,2016,Приложна математика и информатика (проф. направление Математика),32,35,9,0,0,0,0
5,TU,2016,Машиностроене и уредостроене (проф. направление Машинно инженерство),0,0,0,3,0,0,7
6,TU,2016,Машиностроителна техника и технологии (проф. направление Машинно инженерство),0,0,1,13,0,27,12
7,TU,2016,Хидравлична и пневматична техника (проф. направление Машинно инженерство),1,7,6,8,0,0,6
8,TU,2016,Текстилна техника и технологии (проф. направление Машинно инженерство),0,0,0,0,0,0,11
9,TU,2016,Компютърно проектиране и технологии в машиностроенето (проф. направление Машинно инженерство),53,42,25,43,0,16,10
10,TU,2016,Мехатроника (проф. направление Машинно инженерство),44,36,28,18,0,0,8
11,TU,2016,Мехатронни системи (английски език) (проф. направление Машинно инженерство),7,12,8,12,0,0,3
12,TU,2016,Машиностроене (английски език) (проф. направление Машинно инженерство),5,9,16,15,0,1,1
13,TU,2016,Машиностроене (проф. направление Машинно инженерство),19,13,12,8,0,0,4
14,TU,2016,Индустриални технологии (проф. направление Машинно инженерство),16,20,12,7,0,1,0
15,TU,2016,Проектиране и технологии за облекло и текстил (проф. направление Машинно инженерство),5,8,6,8,0,0,1
16,TU,2016,Автотранспортна техника (проф. направление Машинно инженерство),24,14,12,0,0,0,0
17,TU,2016,"Автоматика информационна и управляваща техника (проф. направление Електротехника електроника и автоматика)",113,101,67,75,0,3,25
18,TU,2016,"Електроенергетика и електрообзавеждане (проф. направление Електротехника електроника и автоматика)",56,72,67,53,1,6,19
19,TU,2016,"Електроника (проф. направление Електротехника електроника и автоматика)",104,102,65,117,0,0,88
20,TU,2016,"Електротехника (проф. направление Електротехника електроника и автоматика)",38,35,24,36,0,2,9
21,TU,2016,"Електротехника (на английски език) (проф. направление Електротехника електроника и автоматика)",4,7,4,2,0,0,0
22,TU,2016,Компютърни системи и технологии (проф. направление Комуникационна и компютърна техника),1,0,0,5,0,22,77
23,TU,2016,Телекомуникации (проф. направление Комуникационна и компютърна техника),244,188,160,180,0,16,39
24,TU,2016,Компютърни науки (английски език) (проф. направление Комуникационна и компютърна техника),0,0,1,1,0,1,5
25,TU,2016,Телекомуникационно инженерство (английски език) (проф. направление Комуникационна и компютърна техника),2,2,2,5,0,1,0
26,TU,2016,Компютърно и софтуерно инженерство (проф. направление Комуникационна и компютърна техника),228,155,163,199,0,0,0
27,TU,2016,Компютърни науки и инженерство (на английски език) (проф. направление Комуникационна и компютърна техника),22,10,13,19,0,0,0
28,TU,2016,Информационни технологии в индустрията (проф. направление Комуникационна и компютърна техника),51,39,41,0,0,0,0
29,TU,2016,Топлотехника (проф. направление Енергетика),0,0,20,19,0,0,16
30,TU,2016,Топло и ядрена енергетика (проф. направление Енергетика),0,0,0,0,0,0,5
31,TU,2016,Топлоенергетика и ядрена енергетика (проф. направление Енергетика),14,8,8,13,0,0,0
32,TU,2016,Енергопреобразуващи технологии и енергийна ефективност в сгради и промишлени обекти (проф. направление Енергетика),19,17,0,0,0,0,0
33,TU,2016,"Транспортна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",59,40,28,35,0,3,16
34,TU,2016,"Авиационна техника и технологии (проф. направление Транспорт корабоплаване и авиация)",56,69,44,61,1,0,9
35,TU,2016,"Авиационно инженерство (английски език) (проф. направление Транспорт корабоплаване и авиация)",8,13,15,18,0,0,0
36,TU,2016,Индустриален мениджмънт (проф. направление Общо инженерство),86,73,66,75,0,0,75
37,TU,2016,Инженерен дизайн (проф. направление Общо инженерство),76,47,44,64,1,0,52
38,TU,2016,Индустриално инженерство (на английски език) (проф. направление Общо инженерство),54,44,46,40,0,0,10
39,TU,2016,Технология и управление на транспорта (проф. направление Общо инженерство),25,13,12,8,0,0,10
40,TU,2016,Инженерна логистика (проф. направление Общо инженерство),25,18,16,14,0,0,1
41,TU,2016,Инженерна физика (проф. направление Общо инженерство),9,5,3,5,0,0,0
42,TU,2016,Инженерна логистика (на английски език) (проф. направление Общо инженерство),0,1,0,1,0,0,0
0,NBU,2013,,първи курс,втори курс,трети курс,четвърти курс,пети курс,дипломант (отчислен с право на дипломиране)
1,NBU,2013,Германистика (проф. направление Филология),0,0,2,16,0,1
2,NBU,2013,Език и литература (проф. направление Филология),0,3,2,22,0,0
3,NBU,2013,Неоелинистика (проф. направление Филология),0,0,0,4,0,0
4,NBU,2013,Ориенталистика (проф. направление Филология),0,0,2,9,0,0
5,NBU,2013,Романистика (проф. направление Филология),0,0,1,11,0,0
6,NBU,2013,Англицистика (проф. направление Филология),18,12,3,24,0,1
7,NBU,2013,Испанистика (проф. направление Филология),0,0,1,11,0,0
8,NBU,2013,Класически студии (проф. направление Филология),0,0,1,0,0,0
9,NBU,2013,Русистика (проф. направление Филология),0,0,1,1,0,0
10,NBU,2013,Печат и книгоиздаване (проф. направление Филология),0,0,1,1,0,0
11,NBU,2013,Преподавател по чужд език (проф. направление Филология),0,0,1,0,0,0
12,NBU,2013,Класически езици (проф. направление Филология),0,0,0,2,0,0
13,NBU,2013,Археология (проф. направление История и археология),4,7,10,14,0,0
14,NBU,2013,История (проф. направление История и археология),4,4,9,17,0,0
15,NBU,2013,Египтология (проф. направление История и археология),2,2,3,8,0,0
16,NBU,2013,История (история и култура на Древна Гърция) (проф. направление История и археология),0,0,1,1,0,0
17,NBU,2013,История и класически студии (проф. направление История и археология),0,0,1,0,0,0
18,NBU,2013,Философия (проф. направление Философия),3,3,12,12,0,0
19,NBU,2013,"Социология (проф. направление Социология антропология и науки за културата)",3,6,16,37,0,0
20,NBU,2013,"Културология (проф. направление Социология антропология и науки за културата)",0,0,3,0,0,0
21,NBU,2013,"ARTES LIBERALES (проф. направление Социология антропология и науки за културата)",4,4,0,0,0,0
22,NBU,2013,"Антропология (проф. направление Социология антропология и науки за културата)",5,6,7,16,0,1
23,NBU,2013,Психология (проф. направление Психология),109,107,115,99,1,0
24,NBU,2013,Психология (на английски език) (проф. направление Психология),27,0,0,0,0,0
25,NBU,2013,Политически науки (проф. направление Политически науки),20,27,33,65,0,0
26,NBU,2013,Политически науки на френски език (проф. направление Политически науки),0,0,2,12,0,0
27,NBU,2013,Международна политика (на френски език) (проф. направление Политически науки),7,0,0,0,0,0
28,NBU,2013,Регионално развитие и местни политики (проф. направление Политически науки),0,0,0,1,0,0
29,NBU,2013,Международна политика (проф. направление Политически науки),0,0,6,7,0,0
30,NBU,2013,Политически науки (на английски език) (проф. направление Политически науки),22,18,18,21,0,1
31,NBU,2013,Управление и лидерство (на английски език) (проф. направление Политически науки),0,0,3,1,0,0
32,NBU,2013,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),67,54,3,6,1,0
33,NBU,2013,Журналистика (проф. направление Обществени комуникации и информационни науки),39,43,2,4,0,0
34,NBU,2013,Масови комуникации (проф. направление Обществени комуникации и информационни науки),0,0,81,84,0,0
35,NBU,2013,Бизнес администрация (проф. направление Администрация и управление),113,154,227,78,0,0
36,NBU,2013,Администрация и управление (проф. направление Администрация и управление),37,62,75,74,0,0
37,NBU,2013,Икономика (проф. направление Икономика),0,0,13,233,5,0
38,NBU,2013,Маркетинг (проф. направление Икономика),97,93,122,77,0,7
39,NBU,2013,Финанси (проф. направление Икономика),61,78,139,94,1,0
40,NBU,2013,Счетоводство и одит (проф. направление Икономика),29,13,0,0,0,0
41,NBU,2013,Туризъм (проф. направление Туризъм),94,80,79,88,0,1
42,NBU,2013,Мениджмънт на хотелиерството и ресторантьорството (на български език) (проф. направление Туризъм),0,26,40,26,0,0
43,NBU,2013,Биология (проф. направление Биологически науки),7,9,7,11,0,0
44,NBU,2013,Екология и опазване на околната среда (проф. направление Науки за земята),17,1,0,1,0,0
45,NBU,2013,Естествени науки (проф. направление Науки за земята),0,0,0,1,0,0
46,NBU,2013,Науки за земята и алтернативни енергии (проф. направление Науки за земята),1,17,31,18,0,0
47,NBU,2013,Екология и управление на околната среда (проф. направление Науки за земята),0,23,33,20,0,0
48,NBU,2013,Науки за земята (проф. направление Науки за земята),0,0,2,19,0,0
49,NBU,2013,Информатика (проф. направление Информатика и компютърни науки),70,49,83,84,0,1
50,NBU,2013,Компютърни медийни технологии (проф. направление Информатика и компютърни науки),0,0,1,40,0,0
51,NBU,2013,Информационни технологии (проф. направление Информатика и компютърни науки),82,40,0,0,0,0
52,NBU,2013,Мултимедия и компютърна графика (проф. направление Информатика и компютърни науки),48,46,29,1,0,0
53,NBU,2013,Мрежови технологии (на английски език) (проф. направление Информатика и компютърни науки),37,27,31,42,1,0
54,NBU,2013,Телекомуникации (проф. направление Комуникационна и компютърна техника),20,31,57,58,0,4
55,NBU,2013,Логопедия (проф. направление Обществено здраве),15,0,0,0,0,0
56,NBU,2013,Изкуствознание (проф. направление Теория на изкуствата),8,7,13,16,0,0
57,NBU,2013,Мода (проф. направление Изобразително изкуство),24,19,36,34,0,0
58,NBU,2013,Графичен дизайн (проф. направление Изобразително изкуство),0,0,3,0,0,0
59,NBU,2013,Пластични изкуства (проф. направление Изобразително изкуство),17,22,22,25,0,0
60,NBU,2013,Пластични изкуства и архитектура (проф. направление Изобразително изкуство),0,0,0,0,0,1
61,NBU,2013,Интериорен дизайн (проф. направление Изобразително изкуство),41,53,73,78,0,0
62,NBU,2013,Плакат и рекламен дизайн (проф. направление Изобразително изкуство),0,0,7,3,1,0
63,NBU,2013,Сценичен дизайн (проф. направление Изобразително изкуство),0,0,1,1,1,0
64,NBU,2013,Живопис и стенопис (проф. направление Изобразително изкуство),0,0,0,3,0,0
65,NBU,2013,Керамика и стъкло (проф. направление Изобразително изкуство),0,0,1,2,0,0
66,NBU,2013,Музика (проф. направление Музикално и танцово изкуство),36,43,51,34,0,0
67,NBU,2013,Фотография (проф. направление Театрално и филмово изкуство),32,33,28,33,0,0
68,NBU,2013,Анимационно кино (проф. направление Театрално и филмово изкуство),20,18,26,25,0,0
69,NBU,2013,Визуални изкуства (проф. направление Театрално и филмово изкуство),0,0,0,0,0,1
70,NBU,2013,Кино и телевизия (проф. направление Театрално и филмово изкуство),62,56,54,47,0,0
71,NBU,2013,Театър (проф. направление Театрално и филмово изкуство),23,24,37,8,0,0
72,NBU,2013,Реклама (проф. направление Театрално и филмово изкуство),65,44,82,65,0,0
73,NBU,2013,Графичен дизайн (проф. направление Театрално и филмово изкуство),93,83,99,72,1,0
74,NBU,2013,Графичен дизайн на английски език (проф. направление Театрално и филмово изкуство),0,0,0,30,0,0
75,NBU,2013,Гражданска и корпоративна сигурност (проф. направление Национална сигурност),69,66,86,81,2,0
76,NBU,2013,Регионална и общинска сигурност (проф. направление Национална сигурност),16,0,0,0,0,0
77,NBU,2013,Обществен ред и местно самоуправление (проф. направление Национална сигурност),0,13,0,0,0,0
0,NBU,2014,,първи курс,втори курс,трети курс,четвърти курс,пети курс,дипломант (отчислен с право на дипломиране)
1,NBU,2014,Арабистика (проф. направление Филология),9,0,0,0,0,0
2,NBU,2014,Германистика (проф. направление Филология),1,0,5,10,0,1
3,NBU,2014,Англицистика (проф. направление Филология),18,13,13,4,0,1
4,NBU,2014,Испанистика (проф. направление Филология),4,0,0,2,0,0
5,NBU,2014,Класически студии (проф. направление Филология),0,0,0,1,0,0
6,NBU,2014,Русистика (проф. направление Филология),2,0,3,1,0,0
7,NBU,2014,Българистика (проф. направление Филология),3,0,5,0,0,0
8,NBU,2014,Печат и книгоиздаване (проф. направление Филология),0,0,0,1,0,0
9,NBU,2014,Преподавател по чужд език (проф. направление Филология),0,0,0,1,0,0
10,NBU,2014,Италианистика (проф. направление Филология),1,0,1,2,0,0
11,NBU,2014,Романистика (френски език) (проф. направление Филология),5,0,1,4,0,0
12,NBU,2014,Археология (проф. направление История и археология),0,1,8,11,0,0
13,NBU,2014,История (проф. направление История и археология),0,4,4,7,0,13
14,NBU,2014,Египтология (проф. направление История и археология),0,1,2,5,0,0
15,NBU,2014,История (история и култура на Древна Гърция) (проф. направление История и археология),0,0,0,1,0,0
16,NBU,2014,История и класически студии (проф. направление История и археология),0,0,0,1,0,0
17,NBU,2014,"Египтология (Египетски език култура и литература) (проф. направление История и археология)",2,0,0,0,0,0
18,NBU,2014,История и археология (проф. направление История и археология),7,0,0,0,0,0
19,NBU,2014,"Антична история култура и литература (проф. направление История и археология)",0,0,1,0,0,0
20,NBU,2014,Философия (проф. направление Философия),2,1,3,10,0,0
21,NBU,2014,"Социология (проф. направление Социология антропология и науки за културата)",0,1,9,16,0,0
22,NBU,2014,"Културология (проф. направление Социология антропология и науки за културата)",0,0,0,3,0,0
23,NBU,2014,"ARTES LIBERALES (проф. направление Социология антропология и науки за културата)",0,3,0,0,0,0
24,NBU,2014,"Антропология (проф. направление Социология антропология и науки за културата)",0,4,8,6,0,0
25,NBU,2014,Психология (проф. направление Психология),95,78,113,103,0,1
26,NBU,2014,Психология (на английски език) (проф. направление Психология),34,22,0,0,0,0
27,NBU,2014,Политически науки (проф. направление Политически науки),16,22,31,42,0,5
28,NBU,2014,Политически науки на френски език (проф. направление Политически науки),0,0,0,1,0,0
29,NBU,2014,Международна политика (на френски език) (проф. направление Политически науки),4,6,2,0,0,0
30,NBU,2014,Международна политика (проф. направление Политически науки),0,0,0,5,0,0
31,NBU,2014,Политически науки (на английски език) (проф. направление Политически науки),26,13,23,19,0,0
32,NBU,2014,Управление и лидерство (на английски език) (проф. направление Политически науки),0,0,0,2,0,0
33,NBU,2014,Социална работа (проф. направление Социални дейности),4,0,1,17,0,0
34,NBU,2014,Връзки с обществеността (проф. направление Обществени комуникации и информационни науки),52,63,56,3,0,0
35,NBU,2014,Журналистика (проф. направление Обществени комуникации и информационни науки),36,36,50,3,0,0
36,NBU,2014,Масови комуникации (проф. направление Обществени комуникации и информационни науки),0,0,0,74,0,0
37,NBU,2014,Дигитална хуманитаристика (проф. направление Обществени комуникации и информационни науки),0,0,3,1,0,0
38,NBU,2014,Бизнес администрация (проф. направление Администрация и управление),5,117,146,214,1,3
39,NBU,2014,Администрация и управление (проф. направление Администрация и управление),29,31,64,77,0,0
